chr,start,end,miRNA,coverage,strand,state,gene_id,gene,gene_type,region,strand_rel,biotype
chr19,8770792,8770900,mmu-miR-142a-3p,15.3571667374467,+,Tmem,ENSMUSG00000010097,Nxf1,protein_coding,3' UTR,sense,protein_coding
chr19,9018624,9018696,mmu-miR-30c-5p,8.41510774066834,+,Tmem,ENSMUSG00000069833,Ahnak,protein_coding,3' UTR,sense,protein_coding
chr19,9984557,9984659,mmu-miR-150-5p,4.5,+,Tmem,ENSMUSG00000024661,Fth1,protein_coding,CDS,sense,protein_coding
chr19,9984557,9984659,mmu-miR-92a-3p,15.0364137306831,+,Tmem,ENSMUSG00000024661,Fth1,protein_coding,CDS,sense,protein_coding
chr19,10626581,10626734,mmu-miR-142a-3p,5.5,+,Tmem,ENSMUSG00000024740,Ddb1,protein_coding,CDS,sense,protein_coding
chr19,11426377,11426520,mmu-miR-466i-5p,4,+,Tmem,ENSMUSG00000024675,Ms4a4c,protein_coding,3' UTR,sense,protein_coding
chr19,11463093,11463251,mmu-miR-106a-5p,3,+,Tmem,ENSMUSG00000056290,Ms4a4b,protein_coding,3' UTR,sense,protein_coding
chr19,11463093,11463251,mmu-miR-142a-3p,7.3528538393404,+,Tmem,ENSMUSG00000056290,Ms4a4b,protein_coding,3' UTR,sense,protein_coding
chr19,11463093,11463251,mmu-miR-17-5p,4.66666666666667,+,Tmem,ENSMUSG00000056290,Ms4a4b,protein_coding,3' UTR,sense,protein_coding
chr19,11939722,11939843,mmu-let-7d-5p,10,+,Tmem,ENSMUSG00000046139,Patl1,protein_coding,3' UTR,sense,protein_coding
chr19,11939722,11939843,mmu-let-7i-5p,4.96078431372549,+,Tmem,ENSMUSG00000046139,Patl1,protein_coding,3' UTR,sense,protein_coding
chr19,25148883,25148945,mmu-miR-466f-3p,4.08075227373558,+,Tmem,ENSMUSG00000052085,Dock8,protein_coding,intron,sense,protein_coding
chr19,25154142,25154266,mmu-let-7d-5p,6.07931204523538,+,Tmem,ENSMUSG00000052085,Dock8,protein_coding,CDS,sense,protein_coding
chr19,36890970,36891068,mmu-miR-17-5p,5.48707180500659,+,Tmem,ENSMUSG00000024811,Tnks2,protein_coding,3' UTR,sense,protein_coding
chr19,40222290,40222407,mmu-miR-18a-5p,5.41258235451358,-,Tmem,ENSMUSG00000055044,Pdlim1,protein_coding,3' UTR,sense,protein_coding
chr19,44295042,44295168,mmu-miR-103-3p,5.19001485919147,+,Tmem,ENSMUSG00000025203,Scd2,protein_coding,CDS,sense,protein_coding
chr19,45751553,45751660,mmu-miR-92a-3p,4.67723551808126,-,Tmem,ENSMUSG00000025220,Oga,protein_coding,3' UTR,sense,protein_coding
chr19,46006056,46006153,mmu-miR-92a-3p,5.38077695994196,+,Tmem,ENSMUSG00000074811,Hps6,protein_coding,3' UTR,sense,protein_coding
chr19,46656277,46656390,mmu-miR-466i-5p,3.48591549295775,+,Tmem,ENSMUSG00000047731,Wbp1l,protein_coding,3' UTR,sense,protein_coding
chr19,53541178,53541313,mmu-let-7d-5p,3.5,+,Tmem,ENSMUSG00000034765,Dusp5,protein_coding,CDS,sense,protein_coding
chr19,53541178,53541313,mmu-let-7i-5p,9.47300312360553,+,Tmem,ENSMUSG00000034765,Dusp5,protein_coding,CDS,sense,protein_coding
chr19,53906715,53906781,mmu-miR-466f-3p,9.25622560054442,+,Tmem,ENSMUSG00000024975,Pdcd4,protein_coding,intron,sense,protein_coding
chr19,53906845,53906935,mmu-miR-466f-3p,10.9638207342344,+,Tmem,ENSMUSG00000024975,Pdcd4,protein_coding,intron,sense,protein_coding
chr19,53906977,53907037,mmu-miR-466f-3p,8.04201240175415,+,Tmem,ENSMUSG00000024975,Pdcd4,protein_coding,intron,sense,protein_coding
chr19,53907056,53907116,mmu-miR-466f-3p,6.40129967923803,+,Tmem,ENSMUSG00000024975,Pdcd4,protein_coding,intron,sense,protein_coding
chr19,57101465,57101561,mmu-miR-466i-5p,9.14686221048523,-,Tmem,ENSMUSG00000025085,Ablim1,protein_coding,intron,sense,protein_coding
chr19,57101577,57101648,mmu-miR-466i-5p,4.6784066708228,-,Tmem,ENSMUSG00000025085,Ablim1,protein_coding,intron,sense,protein_coding
chr19,57114377,57114480,mmu-miR-466i-5p,7.17615395440473,-,Tmem,ENSMUSG00000025085,Ablim1,protein_coding,intron,sense,protein_coding
chr2,5379258,5379317,mmu-miR-142a-3p,3.41637497354438,-,Tmem,ENSMUSG00000039145,Camk1d,protein_coding,intron,sense,protein_coding
chr2,5379258,5379317,mmu-miR-29b-3p,4.79493288298441,-,Tmem,ENSMUSG00000039145,Camk1d,protein_coding,intron,sense,protein_coding
chr2,5379258,5379317,mmu-miR-34a-5p,4.92357887014475,-,Tmem,ENSMUSG00000039145,Camk1d,protein_coding,intron,sense,protein_coding
chr2,5379318,5379379,mmu-miR-34a-5p,10.622764299543,-,Tmem,ENSMUSG00000039145,Camk1d,protein_coding,intron,sense,protein_coding
chr2,11300186,11300361,mmu-let-7i-5p,22.5395127398599,+,Tmem,ENSMUSG00000026778,Prkcq,protein_coding,3' UTR,sense,protein_coding
chr2,11690135,11690236,mmu-miR-142a-3p,6.70710372882582,+,Tmem,ENSMUSG00000026770,Il2ra,protein_coding,3' UTR,sense,protein_coding
chr2,13580054,13580151,mmu-miR-103-3p,23.2496967153219,+,Tmem,ENSMUSG00000026728,Vim,protein_coding,CDS,sense,protein_coding
chr2,13580054,13580151,mmu-miR-142a-3p,6.25910221752401,+,Tmem,ENSMUSG00000026728,Vim,protein_coding,CDS,sense,protein_coding
chr2,13580054,13580151,mmu-miR-15a-5p,7.7792532062195,+,Tmem,ENSMUSG00000026728,Vim,protein_coding,CDS,sense,protein_coding
chr2,13580054,13580151,mmu-miR-15b-5p,10.971636791056,+,Tmem,ENSMUSG00000026728,Vim,protein_coding,CDS,sense,protein_coding
chr2,13580054,13580151,mmu-miR-16-5p,23.5579846288245,+,Tmem,ENSMUSG00000026728,Vim,protein_coding,CDS,sense,protein_coding
chr2,24407377,24407472,mmu-miR-31-5p,8.61543108054736,+,Tmem,ENSMUSG00000026979,Psd4,protein_coding,3' UTR,sense,protein_coding
chr2,24408776,24408869,mmu-miR-193a-3p,7.34805497539225,+,Tmem,ENSMUSG00000026979,Psd4,protein_coding,3' UTR,sense,protein_coding
chr2,25222531,25222582,mmu-miR-23b-3p,4.553133852282,-,Tmem,ENSMUSG00000036752,Tubb4b,protein_coding,CDS,sense,protein_coding
chr2,25222583,25222625,mmu-miR-23b-3p,3.8927121989413,-,Tmem,ENSMUSG00000036752,Tubb4b,protein_coding,CDS,sense,protein_coding
chr2,26912238,26912276,mmu-miR-342-3p,12.1350498334253,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,26912536,26912566,mmu-miR-25-3p,136.631942892073,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,26912536,26912566,mmu-miR-26b-5p,6.99291756598492,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,26912536,26912566,mmu-miR-92a-3p,21.216483657501,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,26912567,26912587,mmu-miR-25-3p,108.580975301503,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,26912567,26912587,mmu-miR-26b-5p,5.67707742449751,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,26912567,26912587,mmu-miR-92a-3p,16.44568867499,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,26912588,26912599,mmu-miR-25-3p,53.0368703906682,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,26912588,26912599,mmu-miR-92a-3p,8.07367239384927,+,Tmem,ENSMUSG00000062647,Rpl7a,protein_coding,ncRNA_exon,sense,protein_coding
chr2,27019819,27019908,mmu-miR-466i-5p,4.19014677233018,+,Tmem,ENSMUSG00000015488,Cacfd1,protein_coding,3' UTR,sense,protein_coding
chr2,31026333,31026417,mmu-miR-466i-5p,10.8337810026949,-,Tmem,ENSMUSG00000075415,Fnbp1,protein_coding,3' UTR,sense,protein_coding
chr2,31026439,31026521,mmu-miR-466i-5p,16.2975733862427,-,Tmem,ENSMUSG00000075415,Fnbp1,protein_coding,3' UTR,sense,protein_coding
chr2,31054058,31054191,mmu-miR-210-3p,8.45977011494253,-,Tmem,ENSMUSG00000075415,Fnbp1,protein_coding,CDS,sense,protein_coding
chr2,32067727,32067807,mmu-miR-24-3p,17.2827850155721,-,Tmem,ENSMUSG00000050592,Fam78a,protein_coding,3' UTR,sense,protein_coding
chr2,32067817,32067973,mmu-miR-15b-5p,5.3,-,Tmem,ENSMUSG00000050592,Fam78a,protein_coding,3' UTR,sense,protein_coding
chr2,32067817,32067973,mmu-miR-191-5p,75.33500864296,-,Tmem,ENSMUSG00000050592,Fam78a,protein_coding,3' UTR,sense,protein_coding
chr2,32069072,32069170,mmu-let-7a-5p,17.8518778401497,-,Tmem,ENSMUSG00000050592,Fam78a,protein_coding,3' UTR,sense,protein_coding
chr2,60229730,60229880,mmu-let-7g-5p,18.0717647030373,+,Tmem,ENSMUSG00000026977,Marchf7,protein_coding,CDS,sense,protein_coding
chr2,60751023,60751187,mmu-let-7f-5p,5.40418274254481,-,Tmem,ENSMUSG00000026970,Rbms1,protein_coding,3' UTR,sense,protein_coding
chr2,60751023,60751187,mmu-let-7g-5p,7,-,Tmem,ENSMUSG00000026970,Rbms1,protein_coding,3' UTR,sense,protein_coding
chr2,69867448,69867558,mmu-miR-142a-3p,8.49089598612874,+,Tmem,ENSMUSG00000068882,Ssb,protein_coding,CDS,sense,protein_coding
chr2,69867448,69867558,mmu-miR-23a-3p,5.08480393777778,+,Tmem,ENSMUSG00000068882,Ssb,protein_coding,CDS,sense,protein_coding
chr2,71241994,71242007,mmu-miR-142a-5p,6.84090909090909,+,Tmem,ENSMUSG00000027012,Dync1i2,protein_coding,intron,sense,protein_coding
chr2,71248843,71248937,mmu-miR-210-3p,4.55090987263308,+,Tmem,ENSMUSG00000027012,Dync1i2,protein_coding,CDS,sense,protein_coding
chr2,91018949,91019092,mmu-miR-210-3p,7.30020125223614,+,Tmem,ENSMUSG00000005506,Celf1,protein_coding,3' UTR,sense,protein_coding
chr2,91138049,91138107,mmu-miR-466i-5p,5.10173745044466,-,Tmem,ENSMUSG00000040687,Madd,protein_coding,3' UTR,sense,protein_coding
chr2,91670727,91670825,mmu-miR-142a-3p,6.4129243517776,+,Tmem,ENSMUSG00000027247,Arhgap1,protein_coding,CDS,sense,protein_coding
chr2,102829364,102829415,mmu-miR-23a-3p,3.49444463953451,-,Tmem,ENSMUSG00000005087,Cd44,protein_coding,intron,sense,protein_coding
chr2,114197456,114197578,mmu-miR-92a-3p,6.93791983878191,-,Tmem,ENSMUSG00000040321,Zfp770,protein_coding,CDS,sense,protein_coding
chr2,118609774,118609871,mmu-miR-92a-3p,13.8650321327621,+,Tmem,ENSMUSG00000040084,Bub1b,protein_coding,CDS,sense,protein_coding
chr2,119601783,119601831,mmu-miR-466i-5p,21.2887739701157,+,Tmem,ENSMUSG00000085438,Oip5os1,lincRNA,ncRNA_exon,sense,lncRNA
chr2,119601832,119601856,mmu-miR-466i-5p,13.2933735646377,+,Tmem,ENSMUSG00000085438,Oip5os1,lincRNA,ncRNA_exon,sense,lncRNA
chr2,119601875,119601962,mmu-miR-466i-5p,23.3683896249581,+,Tmem,ENSMUSG00000085438,Oip5os1,lincRNA,ncRNA_exon,sense,lncRNA
chr2,119602040,119602094,mmu-miR-92a-3p,6.77155551395569,+,Tmem,ENSMUSG00000085438,Oip5os1,lincRNA,ncRNA_exon,sense,lncRNA
chr2,119602095,119602213,mmu-miR-7a-5p,24.2136301641619,+,Tmem,ENSMUSG00000085438,Oip5os1,lincRNA,ncRNA_exon,sense,lncRNA
chr2,121437612,121437873,mmu-miR-142a-5p,3.5,+,Tmem,ENSMUSG00000027248,Pdia3,protein_coding,3' UTR,sense,protein_coding
chr2,122152680,122152780,mmu-miR-142a-5p,4.62661283698218,+,Tmem,ENSMUSG00000060802,B2m,protein_coding,3' UTR,sense,protein_coding
chr2,126321610,126321774,mmu-let-7d-5p,5.5,-,Tmem,ENSMUSG00000060131,Atp8b4,protein_coding,3' UTR,sense,protein_coding
chr2,126321610,126321774,mmu-let-7i-5p,4.98275862068966,-,Tmem,ENSMUSG00000060131,Atp8b4,protein_coding,3' UTR,sense,protein_coding
chr2,127229056,127229114,mmu-miR-92a-3p,3.66250290662294,+,Tmem,ENSMUSG00000003660,Snrnp200,protein_coding,CDS,sense,protein_coding
chr2,127233042,127233093,mmu-miR-21a-5p,4.95814197174881,+,Tmem,ENSMUSG00000003660,Snrnp200,protein_coding,CDS,sense,protein_coding
chr2,127233171,127233190,mmu-miR-21a-5p,5.08678033708745,+,Tmem,ENSMUSG00000003660,Snrnp200,protein_coding,CDS,sense,protein_coding
chr2,127233191,127233255,mmu-miR-21a-5p,14.7203830387764,+,Tmem,ENSMUSG00000003660,Snrnp200,protein_coding,CDS,sense,protein_coding
chr2,127338040,127338166,mmu-miR-466i-5p,7.92200318581077,+,Tmem,ENSMUSG00000027368,Dusp2,protein_coding,3' UTR,sense,protein_coding
chr2,127338167,127338304,mmu-miR-106b-5p,5.07271918635049,+,Tmem,ENSMUSG00000027368,Dusp2,protein_coding,3' UTR,sense,protein_coding
chr2,127338167,127338304,mmu-miR-466i-5p,11.6011779611339,+,Tmem,ENSMUSG00000027368,Dusp2,protein_coding,3' UTR,sense,protein_coding
chr2,130278032,130278089,mmu-miR-24-3p,21.9149122807018,+,Tmem,ENSMUSG00000027405,Nop56,protein_coding,ncRNA_exon,sense,protein_coding
chr2,130278032,130278089,mmu-miR-484,6.8560039545674,+,Tmem,ENSMUSG00000027405,Nop56,protein_coding,ncRNA_exon,sense,protein_coding
chr2,132310726,132310812,mmu-miR-466i-5p,7.47173612939998,+,Tmem,ENSMUSG00000058793,Cds2,protein_coding,3' UTR,sense,protein_coding
chr2,144261599,144261704,mmu-miR-92a-3p,4,-,Tmem,ENSMUSG00000027423,Snx5,protein_coding,ncRNA_exon,sense,protein_coding
chr2,147029712,147029780,mmu-miR-92a-3p,5.96754057428215,+,Tmem,ENSMUSG00000027433,Xrn2,protein_coding,CDS,sense,protein_coding
chr2,150771462,150771604,mmu-miR-24-3p,3.77478220174239,+,Tmem,ENSMUSG00000033068,Entpd6,protein_coding,3' UTR,sense,protein_coding
chr2,152669575,152669675,mmu-miR-210-3p,11.8662790697674,+,Tmem,ENSMUSG00000019188,H13,protein_coding,5' UTR,sense,protein_coding
chr2,155634330,155634423,mmu-miR-24-3p,8.70225966562174,-,Tmem,ENSMUSG00000038324,Trpc4ap,protein_coding,3' UTR,sense,protein_coding
chr2,156077556,156077693,mmu-miR-24-3p,5.93563426682914,-,Tmem,ENSMUSG00000074643,Cpne1,protein_coding,3' UTR,sense,protein_coding
chr2,163629124,163629218,mmu-let-7g-5p,10.6397083433208,-,Tmem,ENSMUSG00000017707,Serinc3,protein_coding,CDS,sense,protein_coding
chr2,164507350,164507427,mmu-miR-23a-3p,3.4875,+,Tmem,ENSMUSG00000017721,Pigt,protein_coding,3' UTR,sense,protein_coding
chr2,165710972,165711056,mmu-miR-466f-3p,4.34054834054834,+,Tmem,ENSMUSG00000017897,Eya2,protein_coding,intron,sense,protein_coding
chr2,167036499,167036614,mmu-miR-106a-5p,4,-,Tmem,ENSMUSG00000039501,Znfx1,protein_coding,3' UTR,sense,protein_coding
chr2,167036499,167036614,mmu-miR-17-5p,4.68468468468469,-,Tmem,ENSMUSG00000039501,Znfx1,protein_coding,3' UTR,sense,protein_coding
chr2,167036499,167036614,mmu-miR-20a-5p,15.1994245358875,-,Tmem,ENSMUSG00000039501,Znfx1,protein_coding,3' UTR,sense,protein_coding
chr2,167036499,167036614,mmu-miR-20b-5p,4.33139534883721,-,Tmem,ENSMUSG00000039501,Znfx1,protein_coding,3' UTR,sense,protein_coding
chr2,167065303,167065349,mmu-miR-142a-3p,4.49249600429749,+,Tmem,ENSMUSG00000074578,Zfas1,processed_transcript,ncRNA_exon,sense,lncRNA
chr2,167301133,167301247,mmu-miR-210-3p,39.5539390537981,-,Tmem,ENSMUSG00000017929,B4galt5,protein_coding,3' UTR,sense,protein_coding
chr2,167301248,167301358,mmu-miR-210-3p,9.14965255018245,-,Tmem,ENSMUSG00000017929,B4galt5,protein_coding,3' UTR,sense,protein_coding
chr2,168187565,168187657,mmu-miR-142a-3p,4.96680751170027,-,Tmem,ENSMUSG00000051149,Adnp,protein_coding,3' UTR,sense,protein_coding
chr2,168478358,168478425,mmu-miR-466i-5p,3.79314070750314,-,Tmem,ENSMUSG00000027544,Nfatc2,protein_coding,3' UTR,sense,protein_coding
chr2,168478444,168478507,mmu-miR-466i-5p,5.16153163672605,-,Tmem,ENSMUSG00000027544,Nfatc2,protein_coding,3' UTR,sense,protein_coding
chr2,170109198,170109305,mmu-miR-24-3p,4.26520315423683,-,Tmem,ENSMUSG00000052056,Zfp217,protein_coding,3' UTR,sense,protein_coding
chr2,170110516,170110637,mmu-miR-210-3p,7.00970110120608,-,Tmem,ENSMUSG00000052056,Zfp217,protein_coding,3' UTR,sense,protein_coding
chr2,173033617,173033721,mmu-miR-744-5p,3.22271324354658,+,Tmem,ENSMUSG00000027510,Rbm38,protein_coding,3' UTR,sense,protein_coding
chr2,174346285,174346453,mmu-miR-16-5p,74.2725447508789,+,Tmem,ENSMUSG00000027523,Gnas,protein_coding,3' UTR,sense,protein_coding
chr2,180464404,180464500,mmu-miR-210-3p,3.5,+,Tmem,ENSMUSG00000038963,Slco4a1,protein_coding,CDS,sense,protein_coding
chr3,22211117,22211190,mmu-miR-466i-5p,4.96473414744168,+,Tmem,ENSMUSG00000027630,Tbl1xr1,protein_coding,3' UTR,sense,protein_coding
chr3,22211209,22211299,mmu-miR-466i-5p,14.3143955729203,+,Tmem,ENSMUSG00000027630,Tbl1xr1,protein_coding,3' UTR,sense,protein_coding
chr3,22215088,22215166,mmu-miR-466i-5p,10.1635828940707,+,Tmem,ENSMUSG00000027630,Tbl1xr1,protein_coding,3' UTR,sense,protein_coding
chr3,22215186,22215261,mmu-miR-466i-5p,10.5644271224534,+,Tmem,ENSMUSG00000027630,Tbl1xr1,protein_coding,3' UTR,sense,protein_coding
chr3,27098252,27098351,mmu-miR-142a-3p,4.88725593831613,-,Tmem,ENSMUSG00000027699,Ect2,protein_coding,3' UTR,sense,protein_coding
chr3,28263296,28263353,mmu-miR-210-3p,5.73432601880878,+,Tmem,ENSMUSG00000027692,Tnik,protein_coding,5' UTR,sense,protein_coding
chr3,32584739,32584833,mmu-miR-142a-5p,3.91707717569787,-,Tmem,ENSMUSG00000027669,Gnb4,protein_coding,3' UTR,sense,protein_coding
chr3,51256028,51256180,mmu-miR-142a-3p,5.69654765962535,-,Tmem,ENSMUSG00000037174,Elf2,protein_coding,3' UTR,sense,protein_coding
chr3,54729418,54729507,mmu-miR-30c-5p,12.7942789968652,-,Tmem,ENSMUSG00000027752,Exosc8,protein_coding,ncRNA_exon,sense,protein_coding
chr3,60478402,60478505,mmu-miR-466i-5p,6.16723744292238,+,Tmem,ENSMUSG00000027763,Mbnl1,protein_coding,intron,sense,protein_coding
chr3,60529382,60529443,mmu-miR-484,7.05090637941446,+,Tmem,ENSMUSG00000027763,Mbnl1,protein_coding,5' UTR,sense,protein_coding
chr3,69009811,69009835,mmu-miR-15a-5p,3.5,+,Tmem,ENSMUSG00000034349,Smc4,protein_coding,ncRNA_exon,sense,protein_coding
chr3,69009950,69009981,mmu-miR-16-5p,4.85421052631579,+,Tmem,ENSMUSG00000034349,Smc4,protein_coding,ncRNA_exon,sense,protein_coding
chr3,69085232,69085298,mmu-miR-466i-5p,25.6742813936696,-,Tmem,ENSMUSG00000027782,Kpna4,protein_coding,ncRNA_exon,sense,protein_coding
chr3,69085322,69085440,mmu-miR-466i-5p,14.4387830709526,-,Tmem,ENSMUSG00000027782,Kpna4,protein_coding,ncRNA_exon,sense,protein_coding
chr3,89078326,89078391,mmu-miR-466i-5p,4.26312576312576,+,Tmem,ENSMUSG00000028053,Ash1l,protein_coding,3' UTR,sense,protein_coding
chr3,90280541,90280653,mmu-miR-92a-3p,5.84133141762452,+,Tmem,ENSMUSG00000042404,Dennd4b,protein_coding,3' UTR,sense,protein_coding
chr3,95660774,95660896,mmu-miR-92a-3p,7.03277337518911,+,Tmem,ENSMUSG00000038612,Mcl1,protein_coding,3' UTR,sense,protein_coding
chr3,96561137,96561311,mmu-miR-17-5p,10.5922609717868,+,Tmem,ENSMUSG00000038393,Txnip,protein_coding,3' UTR,sense,protein_coding
chr3,96561137,96561311,mmu-miR-191-5p,5.04104131935965,+,Tmem,ENSMUSG00000038393,Txnip,protein_coding,3' UTR,sense,protein_coding
chr3,96561137,96561311,mmu-miR-20a-5p,8.14818295739348,+,Tmem,ENSMUSG00000038393,Txnip,protein_coding,3' UTR,sense,protein_coding
chr3,96561417,96561551,mmu-miR-142a-3p,9.44952828684714,+,Tmem,ENSMUSG00000038393,Txnip,protein_coding,3' UTR,sense,protein_coding
chr3,96561596,96561715,mmu-miR-17-5p,3.41176470588235,+,Tmem,ENSMUSG00000038393,Txnip,protein_coding,3' UTR,sense,protein_coding
chr3,96724312,96724346,mmu-miR-15a-5p,5.78498153338332,-,Tmem,ENSMUSG00000028099,Polr3c,protein_coding,ncRNA_exon,sense,protein_coding
chr3,96724348,96724393,mmu-miR-15a-5p,8.73942440450613,-,Tmem,ENSMUSG00000028099,Polr3c,protein_coding,ncRNA_exon,sense,protein_coding
chr3,103003054,103003185,mmu-miR-155-5p,4.18080783408092,+,Tmem,ENSMUSG00000027854,Sike1,protein_coding,3' UTR,sense,protein_coding
chr3,103740250,103740368,mmu-miR-142a-5p,5.27587606486998,-,Tmem,ENSMUSG00000008730,Hipk1,protein_coding,3' UTR,sense,protein_coding
chr3,115710640,115710712,mmu-miR-155-5p,4.08518457522081,-,Tmem,ENSMUSG00000045092,S1pr1,protein_coding,3' UTR,sense,protein_coding
chr3,116899992,116900080,mmu-miR-466f-3p,6.84382914474966,+,Tmem,ENSMUSG00000033386,Frrs1,protein_coding,intron,sense,protein_coding
chr3,142792656,142792759,mmu-miR-92a-3p,3.88887166204582,-,Tmem,ENSMUSG00000004591,Pkn2,protein_coding,3' UTR,sense,protein_coding
chr3,152786342,152786449,mmu-miR-210-3p,3.79452191619062,+,Tmem,ENSMUSG00000039047,Pigk,protein_coding,3' UTR,sense,protein_coding
chr4,3834459,3834555,mmu-miR-92a-3p,4.97191011235955,-,Tmem,ENSMUSG00000028234,Rps20,protein_coding,3' UTR,sense,protein_coding
chr4,41209376,41209501,mmu-miR-210-3p,7.61345431789737,-,Tmem,ENSMUSG00000028433,Ubap2,protein_coding,CDS,sense,protein_coding
chr4,41292539,41292602,mmu-miR-466i-5p,4.75373246659281,-,Tmem,ENSMUSG00000028436,Dcaf12,protein_coding,3' UTR,sense,protein_coding
chr4,41292629,41292651,mmu-miR-466i-5p,3.27769452799797,-,Tmem,ENSMUSG00000028436,Dcaf12,protein_coding,3' UTR,sense,protein_coding
chr4,41292652,41292703,mmu-miR-466i-5p,5.34948403150101,-,Tmem,ENSMUSG00000028436,Dcaf12,protein_coding,3' UTR,sense,protein_coding
chr4,41739375,41739501,mmu-let-7i-5p,11.0685976621553,-,Tmem,ENSMUSG00000036078,Sigmar1,protein_coding,CDS,sense,protein_coding
chr4,41739375,41739501,mmu-miR-106b-5p,7.74769038701623,-,Tmem,ENSMUSG00000036078,Sigmar1,protein_coding,CDS,sense,protein_coding
chr4,41739375,41739501,mmu-miR-17-5p,12.96875,-,Tmem,ENSMUSG00000036078,Sigmar1,protein_coding,CDS,sense,protein_coding
chr4,41739375,41739501,mmu-miR-20a-5p,22.0872830812867,-,Tmem,ENSMUSG00000036078,Sigmar1,protein_coding,CDS,sense,protein_coding
chr4,41739375,41739501,mmu-miR-20b-5p,7,-,Tmem,ENSMUSG00000036078,Sigmar1,protein_coding,CDS,sense,protein_coding
chr4,43567046,43567140,mmu-miR-24-3p,7.91846313505354,-,Tmem,ENSMUSG00000028467,Gba2,protein_coding,3' UTR,sense,protein_coding
chr4,43957718,43957779,mmu-miR-210-3p,7.95732920154932,+,Tmem,ENSMUSG00000028480,Glipr2,protein_coding,5' UTR,sense,protein_coding
chr4,44032491,44032685,mmu-miR-142a-3p,9.90620477881072,+,Tmem,ENSMUSG00000028478,Clta,protein_coding,3' UTR,sense,protein_coding
chr4,45397600,45397679,mmu-miR-466i-5p,5.65714984855098,-,Tmem,ENSMUSG00000045973,Slc25a51,protein_coding,3' UTR,sense,protein_coding
chr4,46396593,46396777,mmu-miR-26b-5p,4.88774188794729,-,Tmem,ENSMUSG00000028332,Hemgn,protein_coding,CDS,sense,protein_coding
chr4,46537916,46538068,mmu-miR-142a-3p,9.4452750092285,-,Tmem,ENSMUSG00000028337,Coro2a,protein_coding,3' UTR,sense,protein_coding
chr4,63367283,63367335,mmu-miR-466i-5p,19.406463548963,-,Tmem,ENSMUSG00000039158,Akna,protein_coding,3' UTR,sense,protein_coding
chr4,63368200,63368292,mmu-let-7a-5p,52.4075085225446,-,Tmem,ENSMUSG00000039158,Akna,protein_coding,CDS,sense,protein_coding
chr4,63368200,63368292,mmu-let-7c-5p,4.99397590361446,-,Tmem,ENSMUSG00000039158,Akna,protein_coding,CDS,sense,protein_coding
chr4,63368200,63368292,mmu-let-7d-5p,116.966148245063,-,Tmem,ENSMUSG00000039158,Akna,protein_coding,CDS,sense,protein_coding
chr4,63368200,63368292,mmu-let-7f-5p,5.52521221969114,-,Tmem,ENSMUSG00000039158,Akna,protein_coding,CDS,sense,protein_coding
chr4,86577006,86577076,mmu-miR-466i-5p,12.3719932826535,+,Tmem,ENSMUSG00000070934,Rraga,protein_coding,3' UTR,sense,protein_coding
chr4,86577077,86577112,mmu-miR-466i-5p,7.03346954608447,+,Tmem,ENSMUSG00000070934,Rraga,protein_coding,3' UTR,sense,protein_coding
chr4,86577113,86577193,mmu-miR-466i-5p,15.2301434116327,+,Tmem,ENSMUSG00000070934,Rraga,protein_coding,3' UTR,sense,protein_coding
chr4,99971887,99972004,mmu-miR-466f-3p,3.92716165413534,+,Tmem,ENSMUSG00000025791,Pgm1,protein_coding,intron,sense,protein_coding
chr4,101152377,101152537,mmu-miR-106b-5p,4.48503036437247,-,Tmem,ENSMUSG00000028530,Jak1,protein_coding,3' UTR,sense,protein_coding
chr4,106653812,106653913,mmu-miR-92a-3p,6.70068684436662,+,Tmem,ENSMUSG00000043572,Pars2,protein_coding,CDS,sense,protein_coding
chr4,116307254,116307372,mmu-miR-20a-5p,5.48611111111111,-,Tmem,ENSMUSG00000003810,Mast2,protein_coding,CDS,sense,protein_coding
chr4,117154094,117154164,mmu-miR-15a-5p,12.4652669441305,-,Tmem,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
chr4,117154094,117154164,mmu-miR-15b-5p,7.45777915248995,-,Tmem,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
chr4,117154094,117154164,mmu-miR-16-5p,15.4722222222222,-,Tmem,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
chr4,117155773,117155825,mmu-miR-103-3p,30.0465867287813,-,Tmem,ENSMUSG00000047675,Rps8,protein_coding,ncRNA_exon,sense,protein_coding
